masp,tensp,slt,mota,gia
SP008434,Feuerfrau.,161,Goldmann,458000
SP008435,Silbermuschel.,642,Goldmann,489000
SP008436,Die Versuchung.,326,LÃ?Â¼bbe,899000
SP008437,Sommerhaus   spÃ¤ter: ErzÃ¤hlungen (Collection S. Fischer),178,S. Fischer,144000
SP008438,WÃ?Â¼stenmond.,390,Schroeder M.V.,838000
SP008439,Baudolino.,511,Carl Hanser Verlag,819000
SP008440,Die Stadt der wilden GÃ?Â¶tter,622,Hanser Belletristik,305000
SP008441,Cowboy in My Pocket,988,Hard Shell Word Factory,526000
SP008442,Happy Death,777,Vintage,867000
SP008443,Arrows of the Sun,376,Tor Books (Mm),630000
SP008444,Firstborn (Dragonlance Elven Nations   Vol 1),421,Wizards of the Coast,505000
SP008445,The Kinslayer Wars (Dragonlance Elven Nations   vol.2),671,TSR,125000
SP008446,Merrick (Vampire/Witches Chronicles),101,Ballantine Books,343000
SP008447,Girl Walking Backwards,210,Griffin Trade Paperback,949000
SP008448,Dawn Rochelle   Four Novels: Six Months to Live/ I Want to Live/ So Much to Live For/ No Time to Cry,386,Starfire,170000
SP008449,You Only Live Twice,209,Signet Book,634000
SP008450,The Devil's Arithmetic,551,Puffin Books,487000
SP008451,The Conquest,225,Pocket,621000
SP008452,The Honeymoon Contract  (The Kings Of Australia) (Harlequin Presents   2265),51,Harlequin,117000
SP008453,A Perilous Attraction (Harlequin Historical   No. 621),181,Harlequin,258000
SP008454,Just Kiss Me (Harlequin Temptation   889),844,Harlequin,195000
SP008455,The Pregnant Bride (Harlequin Presents),883,Harlequin,749000
SP008456,To Marry McCloud  (Bachelor Cousins) (Harlequin Presents   2267),906,Harlequin,610000
SP008457,Love Talker,989,Tor Books (Mm),433000
SP008458,Miracle at Midway,232,McGraw-Hill,518000
SP008459,Hill Towns of Italy,25,Dutton Books,365000
SP008460,The National Geographic Society: 100 Years of Adventure and Discovery,876,H.N. Abrams,708000
SP008461,Mrs. Bridge : A Novel,87,North Point Press,469000
SP008462,Gates of Eden,42,Rob Weisbach Books,144000
SP008463,Far Tortuga,813,Random House,144000
SP008464,Star Country,518,Ballantine Books,370000
SP008465,Where the Locals Eat: A Guide to the Best Restaurants in America,302,Magellan Press (TN),650000
SP008466,The Route 66 Traveler's Guide and Roadside Companion,888,St Martins Pr,651000
SP008467,NEW ROADSIDE AMERICA : THE MODERN TRAVELER'S GUIDE TO THE WILD AND WONDERFUL WORLD OF AMERICA'S TOURIST,574,Fireside,105000
SP008468,The Cockroach Hall of Fame: And 101 Other Off-The-Wall Museums,747,Carol Publishing Corporation,943000
SP008469,Eat Your Way Across the U.S.A: 500 Diners   Farmland Buffets   Lobster Shacks   Pie Palaces   and Other All-American Eateries,840,Broadway Books,976000
SP008470,Roadfood,645,HarperCollins,949000
SP008471,The Food Lover's Handbook to the Southwest: Where to Find the Very Best Restaurants   Gourmet Shops   Outdoor Markets   Food Fiestas,263,Prima Lifestyles,588000
SP008472,The Custom of the Country,658,Bantam,810000
SP008473,Night Of The Black Bird,151,Mira,966000
SP008474,Shadows over Innsmouth,266,Del Rey Books,190000
SP008475,Exploration of the Valley of the Amazon,265,Grove Press,774000
SP008476,Miss Smilla's Feeling for Snow,870,Havill Pr,882000
SP008477,The Feast of Love : A Novel,413,Pantheon Books,736000
SP008478,The Troublesome Offspring of Cardinal Guzman,10,Vintage,662000
SP008479,The Green Mile: Coffey's Hands (Green Mile Series),976,Signet Book,889000
SP008480,Life Support,379,Pocket,543000
SP008481,Escape (Choose Your Own Adventure   No 20),179,Bantam Books,718000
SP008482,Hanson: An Unauthorized Biography,480,Scholastic,345000
SP008483,The Thief Lord,621,Chicken House,584000
SP008484,Advanced Sex Tips for Girls: This Time It's Personal,1,Simon &amp; Schuster,257000
SP008485,Working Class Zero,115,HarperCollins Canada,813000
SP008486,Baggage,903,Plume Books,619000
SP008487,The Diary of V : The Breakup (Diary of V),524,Warner Vision,901000
SP008488,Falling Bodies,292,Berkley Publishing Group,239000
SP008489,The Night Inspector: A Novel (Ballantine Reader's Circle),593,Ballantine Books,484000
SP008490,Civil War Stories (Dover Thrift Editions),417,Dover Publications,340000
SP008491,Principle Centered Leadership,533,Simon &amp; Schuster,671000
SP008492,Becoming a Thinking Christian,602,Abingdon Press,142000
SP008493,Old Flames,173,Penguin USA (Paper),279000
SP008494,Depraved Indifference,399,Signet Book,332000
SP008495,Mission Compromised,764,HarperTorch,798000
SP008496,The Bluestocking: The Story of the Famous Forrest Divorce Case,82,St Martins Pr,643000
SP008497,The Brentford Triangle,452,Bantam Pr Ltd,500000
SP008498,Fax Me a Bagel,884,Berkley Publishing Group,632000
SP008499,Two Cooks A-Killing : An Angie Amalfi Mystery,624,Avon,321000
SP008500,Dirt,580,HarperTorch,813000
SP008501,Date With the Perfect Dead Man (Hannah and Kiki Mysteries),179,Berkley Publishing Group,830000
SP008502,Swimming to Catalina,512,HarperTorch,736000
SP008503,Dead in the Water,15,HarperTorch,985000
SP008504,New York Dead,118,HarperTorch,514000
SP008505,Taken to the Cleaners (Mandy Dyer Mystery),479,Dell,995000
SP008506,Christmas Cookie Murder: A Lucy Stone Mystery (Lucy Stone Mysteries (Paperback)),508,Kensington Publishing Corporation,864000
SP008507,Amistad,994,Penguin Books Ltd,535000
SP008508,ErzsÃ©bet: Roman,578,Podium,230000
SP008509,The Marriage Arrangement,939,Harlequin,940000
SP008510,And Not  Make Dreams Your Master,498,iUniverse.com,117000
SP008511,Road Taken,373,Mira,162000
SP008512,All the Names,696,Harcourt,333000
SP008513,Girl Meets God : A Memoir,155,Random House Trade Paperbacks,187000
SP008514,Psalms for God's People: A Bible Commentary for Laymen,315,Kings Court Communications,283000
SP008515,Parenting an Only Child: The Joys and Challenges of Raising Your One and Only,823,Main Street Books,781000
SP008516,Witches    The,96,Scholastic Inc.,699000
SP008517,Crew,660,Allen &amp; Unwin,243000
SP008518,The Midnight Ride of Thomas the Tank Engine (Thomas the Tank Engine),835,Egmont Childrens Books,801000
SP008519,Dirt music,442,Picador,875000
SP008520,Anne of the Island (The Anne of Green Gables Novels   No. 3),597,Skylark,277000
SP008521,Boy: Tales of Childhood (Puffin Story Books),51,Penguin USA,667000
SP008522,Rainbow Valley (Anne of Green Gables Novels (Paperback)),8,Starfire,483000
SP008523,The WEDDING DAY MYSTERY NANCY DREW 136,325,Aladdin,721000
SP008524,PICTURE-PERFECT MYSTERY (NANCY DREW 94) : PICTURE-PERFECT MYSTERY (Nancy Drew   No 94),572,Aladdin,153000
SP008525,BROKEN ANCHOR ND P (Nancy Drew (Paperback)),15,Aladdin,965000
SP008526,The Face on the Milk Carton,527,Laure Leaf,985000
SP008527,Children of the River (Laurel-Leaf Contemporary Fiction),745,Laure Leaf,583000
SP008528,Catherine   Called Birdy (Trophy Newbery),973,HarperTrophy,557000
SP008529,Alaska,740,Aladdin,342000
SP008530,Brave New Girl,180,MTV,711000
SP008531,Ono,501,Wydawn. Literackie,267000
SP008532,Die Seekarte.,632,List   Verlag GmbH &amp; Co. KG Paul,838000
SP008533,Flut.,682,Schneekluth,743000
SP008534,Die ZuckerbÃ?Â¤ckerin.,222,Ullstein Tb,873000
SP008535,FÃ?Â¼nf Viertel einer Orange.,502,Ullstein Buchverlage GmbH &amp; Co. KG / Ullstein Tas,167000
SP008536,Chocolat. Das Buch zum Film.,111,Ullstein Tb,524000
SP008537,Schattenkinder.,508,Arche Verlag,449000
SP008538,Die weiÃ?Â?e Hexe. Meine Abenteuer in Afrika.,799,Ullstein Tb,614000
SP008539,Die GlasblÃ?Â¤serin.,471,List Tb.,606000
SP008540,Die Amerikanerin.,416,Ullstein Tb,765000
SP008541,Die Hexe und die Heilige.,889,Droemersche Verlagsanstalt Th. Knaur Nachf.   GmbH &amp; Co.,346000
SP008542,Girlfriend in a Coma,364,Regan Books,684000
SP008543,Die Orks.,889,Heyne,570000
SP008544,Wuthering Heights (The World's Classics),367,Oxford University Press,871000
SP008545,Stargirl,399,Knopf Books for Young Readers,940000
SP008546,Nosotros Que No Somos Como,135,Planeta Pub Corp,839000
SP008547,Rite of Passage: Tales of Backpacking 'Round Europe (Lonely Planet Journeys (Travel Literature)),587,Lonely Planet Publications,226000
SP008548,A Recipe for Bees,561,Harmony Books,507000
SP008549,Silbermann,221,Gallimard French,563000
SP008550,I Have a Dream - 40th Anniversary Edition : Writings and Speeches That Changed the World,48,HarperSanFrancisco,113000
SP008551,And I Don't Want to Live This Life,421,Ballantine Books,227000
SP008552,Oracle8I for Windows Nt Starter Kit (Oracle Press S.),441,McGraw-Hill Companies,102000
SP008553,Growing Up,547,Penguin Putnam~trade,706000
SP008554,Dollar Road: A Novel,401,Louisiana State University Press,296000
SP008555,The Gambler (Dover Thrift Editions),245,Dover Publications,334000
SP008556,The Sheltering Sky,117,Ecco,272000
SP008557,The Mark of the Assassin,325,Fawcett Books,543000
SP008558,Shane,30,Bantam Doubleday Dell,713000
SP008559,The Forest,32,Crown,472000
SP008560,The Da Vinci Legacy,618,Tor Books,457000
SP008561,Fountain of Secrets (Get Connected Romances),443,Bantam Books,426000
SP008562,Portrait of a Killer: Jack the Ripper-- Case Closed (Berkley True Crime),908,Berkley Publishing Group,230000
SP008563,The Beachcomber,329,Avon,691000
SP008564,Wild Orchids,465,Warner Books,882000
SP008565,The Wheel of Fortune,9,Fawcett Books,685000
SP008566,If Looks Could Kill,109,Mira,173000
SP008567,Source,401,Fawcett Books,830000
SP008568,Come As You Are: The Story of Nirvana,150,Main Street Books,776000
SP008569,In Pursuit of the Proper Sinner,214,Bantam Books,584000
SP008570,The scarlet letter (The World's best reading),471,Reader's Digest Association,959000
SP008571,The Hangman's Beautiful Daughter,134,Onyx Books,306000
SP008572,Delusion,454,Tor Books (Mm),666000
SP008573,Crowd Pleasers,425,Avon,145000
SP008574,Daughter of God,400,Forge Books,706000
SP008575,The Predators,746,Forge,285000
SP008576,Black Opal,667,Ivy Books,260000
SP008577,The Silk Vendetta,51,Ivy Books,955000
SP008578,Thai Horse,32,Ballantine Books,187000
SP008579,Flowers from Berlin,919,Zebra Books,212000
SP008580,Just Like Jesus,279,Word,434000
SP008581,China Cry,111,New Leaf Pr,966000
SP008582,THING OF BEAUTY,875,Atria,271000
SP008583,Morning   Noon   and Night,521,William Morrow &amp; Company,772000
SP008584,A Sudden Change of Heart,647,Dell Publishing Company,215000
SP008585,Sisters And Strangers,442,Fawcett Popular Books,648000
SP008586,Daughters of the Shining City,309,Warner Books,993000
SP008587,Circumstantial Evidence,472,Bantam Books,311000
SP008588,Rock This!,559,Hyperion,178000
SP008589,Immortal Poems of the English Language,995,Pocket,145000
SP008590,Black Orchids (Nero Wolfe Mysteries (Paperback)),281,Bantam Books,542000
SP008591,Walden and Other Writings,461,Bantam,842000
SP008592,Northanger Abbey (Signet Classic),561,Signet Classics,365000
SP008593,Kristy's Great Idea (Baby-Sitters Club   1),893,Scholastic Paperbacks,925000
SP008594,They Came Home: Korean War POWs Tell Their Stories,679,Branson Creek Press,859000
SP008595,Hickerdoodle Meets a Chigger,662,River Road Press (MO),763000
SP008596,GUMP &amp; CO.,697,Pocket,153000
SP008597,1ST AMONG EQUALS X,801,Pocket,656000
SP008598,Survival Kit for Overseas Living: For Americans Planning to Live and Work Abroad,384,Intercultural Press,238000
SP008599,New Pregnancy and Birth Book,703,Dorling Kindersley,239000
SP008600,The Regulators,773,Dutton Books,834000
SP008601,A Girl Named Zippy: Growing Up Small in Mooreland Indiana (Today Show Book Club #3),966,Broadway Books,622000
SP008602,How I Accidentally Joined the Vast Right-Wing Conspiracy: (And Found Inner Peace),986,Delacorte Press,713000
SP008603,Decorating Rich: How to Achieve a Monied Look Without Spending a Fortune,975,Villard Books,207000
SP008604,And the Shofar Blew (Moving Fiction),258,Tyndale House Publishers,908000
SP008605,The Remarkable Women of the Bible Growth: And Their Message for Your Life Today,734,Harvest House Publishers,389000
SP008606,Distant Bells (Alabaster Books),576,Multnomah,510000
SP008607,Senor Vivo and the Coca Lord,400,Vintage,575000
SP008608,The Virgin Blue,667,Plume Books,705000
SP008609,Night Talk : A Novel,588,St. Martin's Griffin,102000
SP008610,The Bachelor (Warner Books Contemporary Romance),380,Warner Forever,785000
SP008611,The Romance of Tristan and Iseult (Vintage Classics),143,Vintage Books USA,121000
SP008612,Perfect Little Angels/Gift Book With 10 Notecards and Envelopes,412,Random House Inc,997000
SP008613,My Girl: A Novel,595,Simon Spotlight Entertainment,308000
SP008614,Face On the Milk Carton,130,Bantam Doubleday Dell,783000
SP008615,Paper Tricks,351,Scholastic Paperbacks (T),877000
SP008616,WHEN ANGELS SPEAK : The Mystical Power Of Intimate Relationships,97,Fireside,586000
SP008617,Inherit the Wind,833,Bantam,629000
SP008618,Spoon River Anthology (Dover Thrift Editions),596,Dover Publications,943000
SP008619,ADVENTURES OF HUCKLEBERRY FINN (ENRICHED CLASSIC ) : ADVENTURES OF HUCKLEBERRY FINN,242,Pocket Books,326000
SP008620,Great Quotes from Great Teachers,63,Great Quotations,366000
SP008621,Chains,853,Arrow,767000
SP008622,Change Me into Zeus's Daughter: A Memoir,242,Scribner,331000
SP008623,Invasion: Earth,352,Ace Books,891000
SP008624,Cat's Cradle,81,Dell Publishing Company,849000
SP008625,Stainless Steel Rat Gets Drafted (Stainless Steel Rat Books (Paperback)),622,Bantam,193000
SP008626,Limits,349,Del Rey Books,777000
SP008627,Rama II: The Sequel to Rendezvous with Rama,889,Bantam,261000
SP008628,The Temptation,770,Leisure Books,267000
SP008629,Bodyguard /Husband : Ultimate Agents (Harlequin Intrigue Series),741,Harlequin,609000
SP008630,Grave Concerns (Mira),246,Mira Books,473000
SP008631,The List,470,Jove Books,979000
SP008632,A Man to Call My Own : A Novel,777,Pocket Star,584000
SP008633,The Discovery of Animal Behaviour,622,Granite Impex Ltd,567000
SP008634,A Field Guide to Demons   Fairies   Fallen Angels and Other Subversive Spirits,603,Owl Books,109000
SP008635,Family Trade,693,Little Brown &amp; Co,525000
SP008636,The House of Thunder,410,Berkley Publishing Group,809000
SP008637,Xanth 13: Isle of View,18,Eos,264000
SP008638,Deadlock,622,Trans-Atlantic Publications,906000
SP008639,DOS 5 Instant Reference,211,Sybex Inc,989000
SP008640,Unix for Dummies (TRANS/DUM),315,For Dummies,864000
SP008641,Weddings for Dummies,452,For Dummies,907000
SP008642,Barney's Favorite Mother Goose Rhymes (Volume 2),920,Barney Publishing,485000
SP008643,Barney's Favorite Mother Goose Rhymes   Volume I,631,Barney Publishing,810000
SP008644,What Would Barney Say?,821,Barney Publishing,520000
SP008645,YOU WERE BORN AGAIN : YOU WERE BORN AGAIN,973,Pocket,887000
SP008646,The Bad Girl's Guide to the Party Life,633,Chronicle Books,582000
SP008647,The Bad Girl's Guide to the Open Road,248,Chronicle Books,616000
SP008648,Chicken Soup for the Teenage Soul III : More Stories of Life   Love and Learning (Chicken Soup for the Soul),914,HCI Teens,811000
SP008649,A Raisin in the Sun,150,Vintage,363000
SP008650,Narrative of the Life of Frederick Douglass: An American Slave (Signet Classics (Paperback)),913,Signet Book,452000
SP008651,Books of Blood   Vol. 1,264,Berkley Publishing Group,108000
SP008652,My Antonia (Signet Classic),117,Signet Book,437000
SP008653,The Bone Collector (Lincoln Rhyme Novels (Paperback)),210,Signet Book,814000
SP008654,Venusneid.,131,Rowohlt Tb.,287000
SP008655,Life in a Rapidly Changing World (New Economy Self-Development),290,Authorhouse,984000
SP008656,Witness for the Dead,758,Forge,248000
SP008657,The Lost Stories of Louisa May Alcott,478,Carol Publishing Corporation,185000
SP008658,INTO THE BLUE : INTO THE BLUE,814,Pocket,188000
SP008659,Guilty Pleasures,824,Berkley Publishing Group,879000
SP008660,Chicken Soup for the Pet Lover's Soul (Chicken Soup for the Soul),576,Health Communications,300000
SP008661,Lonely Planet Victoria (Lonely Planet Victoria),841,Lonely Planet Publications,798000
SP008662,Breaking Point (Tom Clancy's Net Force   No. 4),395,Berkley Publishing Group,817000
SP008663,1984 (Signet Classics (Paperback)),837,Sagebrush Bound,307000
SP008664,Life of Pi,885,Highbridge Audio,491000
SP008665,Callahan's Key,389,Spectra Books,580000
SP008666,Das Geheimnis des siebten Weges,15,Beltz,326000
SP008667,Heimatlos. ( Ab 12 J.).,413,Dressler Verlag,259000
SP008668,ZwÃ?Â¶lf Geschichten aus der Fremde.,682,Goldmann,444000
SP008669,Troubling a Star,262,Laure Leaf,731000
SP008670,Das Phantom der Oper.,123,Carl Hanser,845000
SP008671,Un Amore Dell'altro Mondo,542,Einaudi,219000
SP008672,Io Non Ho Paura,421,Distribooks Inc,864000
SP008673,Die Truhen des Arcimboldo. Nach den TagebÃ?Â¼chern des Heinrich Wilhelm Lehmann.,372,Aufbau Tb,558000
SP008674,Sa Majeste Des Mouches,348,Folio,459000
SP008675,L'Ile des Gauchers,230,Gallimard,755000
SP008676,L'Arrache-coeur: Roman (Livre de poche),316,Le Livre de poche,569000
SP008677,The Angel Maker,634,Island,695000
SP008678,Twins,592,Scholastic,520000
SP008679,At Risk,920,Berkley Publishing Group,377000
SP008680,The Empress of Elsewhere: A Novel,673,Puffin Books,481000
SP008681,A Different Kind of Christmas,720,Bantam Dell Pub Group,149000
SP008682,I'm not complaining (Virago modern classics),262,Virago,696000
SP008683,Emma,369,Bantam Books,995000
SP008684,The Housewife and the Assassin,644,Harpercollins,232000
SP008685,Come Rain or Come Shine: Friendships Between Women,987,Adams Media Corporation,749000
SP008686,Geisha of Gion: The Memoir of Mineko Iwasaki,264,Simon &amp; Schuster (Trade Division),141000
SP008687,Lucy Sullivan Is Getting Married,169,Perennial,980000
SP008688,How to Cook a Tart,478,Bloomsbury USA,143000
SP008689,Asphalt Nation: How the Automobile Took over America   and How We Can Take It Back,122,University of California Press,985000
SP008690,Fulton County,652,Harper Mass Market Paperbacks (Mm),223000
SP008691,Consumer Reports Buying Guide 2003 (Consumer Reports Buying Guide   2003),831,Consumers Union U.S.,116000
SP008692,The Outcasts of 19 Schuyler Place,515,Atheneum,380000
SP008693,The Corrections,478,St Martins Pr,562000
SP008694,The Colloghi Conspiracy,194,Orion Publishing Co,911000
SP008695,Grace by the Cup: A Break from the Daily Grind,747,Fleming H. Revell Company,898000
SP008696,Domestic Bliss : Simple Ways to Add Style to Your Life,791,Fireside,697000
SP008697,The 50 Greatest Love Letters of All Time,176,Crown Publishers,468000
SP008698,Fanny und Pepsi. ( Ab 12 J.).,741,Carlsen,366000
SP008699,Wild Horses,441,Putnam Pub Group,123000
SP008700,A Dog's Life,991,Vintage Books USA,219000
SP008701,If the Buddha Married: Creating Enduring Relationships on a Spiritual Path,148,Compass Books,917000
SP008702,84 Charing Cross Road,585,Penguin Books,506000
SP008703,Object of My Affection,438,Washington Square Press,521000
SP008704,Dr. Death (Alex Delaware Novels (Paperback)),835,Ballantine Books,146000
SP008705,SKINNY LEGS AND ALL,548,Bantam,448000
SP008706,Game Ten,31,Simon &amp; Schuster (Trade Division),743000
SP008707,Tortilla Flat,154,Penguin Books,645000
SP008708,Der HÃ?Â¼ter des Kelchs. Ein Albert- Campion- Roman.,918,Goldmann,581000
SP008709,Catspaw (Cat),119,Tor Books,587000
SP008710,The Promise,372,Pinnacle Books,510000
SP008711,Great Jones Street (Contemporary American Fiction),887,Penguin Books,151000
SP008712,Speaker for the Dead (Ender Wiggins Saga (Paperback)),149,Tor Books,181000
SP008713,Icy Sparks,347,Viking Books,490000
SP008714,The Woman Warrior : Memoirs of a Girlhood Among Ghosts,701,Vintage,421000
SP008715,The Power of One,967,Smithmark Pub,268000
SP008716,We the Living,903,Signet Book,307000
SP008717,One Flew Over the Cuckoo's Nest,835,Signet Book,443000
SP008718,Rabbit   Run,288,Ballantine Books,100000
SP008719,The Giver,235,Bantam Books for Young Readers,254000
SP008720,Blood Washes Blood : A True Story of Love   Murder   and Redemption Under the Sicilian Sun,357,Atria,132000
SP008721,Collected Poems   1909-1962,74,Harcourt,482000
SP008722,LA Luna E I Falo,635,Distribooks Inc,967000
SP008723,Le Piccole Virtu,49,Einaudi,292000
SP008724,Household Gods,890,Tor Fantasy,691000
SP008725,Second Spring: A Love Story,324,Forge,317000
SP008726,The Ragman's Memory (Joe Gunther Mysteries (Paperback)),660,Warner Books,421000
SP008727,Quentins,153,Dutton Books,896000
SP008728,November of the Heart,438,Putnam Pub Group,207000
SP008729,Chosen (Palisades Pure Romance),520,Palisades,729000
SP008730,The Moffat Museum,205,Harcourt,494000
SP008731,Masquerade (Portraits),909,Bethany House Publishers,123000
SP008732,The BFG,148,Scholastic Inc.,179000
SP008733,COLLEGE WEEKEND: FEAR STREET #32 : COLLEGE WEEKEND,744,Simon Pulse,541000
SP008734,The House of Death (Sweet Valley University Thriller Edition    No 4),560,Sweet Valley,612000
SP008735,STARLIGHT CRYSTAL : STARLIGHT CRYSTAL,681,Simon Pulse,173000
SP008736,GIMME A KISS : GIMME A KISS,36,Simon Pulse,602000
SP008737,FEAR HALL THE BEGINNING,498,Simon Pulse,363000
SP008738,The HIDDEN EVIL FEAR STREET SAGAS 5,699,Simon Pulse,518000
SP008739,Species II: A Novel,127,Tor Books,206000
SP008740,The Mongoose Man,52,Tor Books,951000
SP008741,JESSICA AGAINST BRUCE (Sweet Valley High   No. 86),362,Sweet Valley,927000
SP008742,True Singapore Ghost Stories : Book 8,33,Angsana Books,517000
SP008743,GRADUATION (FINAL FRIENDS 3) : GRADUATION (Final Friends   No 3),196,Simon Pulse,119000
SP008744,The DANCE FINAL FRIENDS 2,999,Simon Pulse,867000
SP008745,The PARTY (FINAL FRIENDS 1) : THE PARTY (Final Friends   No 1),822,Simon Pulse,473000
SP008746,The Ghost in the Bell Tower (Sweet Valley Twins and Friends Super Chiller   No 4),864,Bantam Skylark Book,505000
SP008747,The Carnival Ghost (Sweet Valley Twins and Friends Super Chiller   No 3),322,Sweet Valley,769000
SP008748,The Christmas Ghost (Sweet Valley Twins and Friends Super Chiller   1),917,Sweet Valley,309000
SP008749,Don't Talk to Brian (Sweet Valley Twins   94),291,Sweet Valley,748000
SP008750,Ghost in the Graveyard (Sweet Valley Twins and Friends Super Chiller   No 2),388,Sweet Valley,928000
SP008751,The Twins Go to College (Sweet Valley Twins Super Edition   No 9),980,Sweet Valley,225000
SP008752,The Magic Christmas (Sweet Valley Twins and Friends Magna Edition   No 1),364,Sweet Valley,389000
SP008753,Jessica and the Earthquake (Sweet Valley Twins and Friends   No 75),192,Random House Childrens Pub (Mm),672000
SP008754,Big for Christmas (Sweet Valley Twins and Friends Magna Edition   3),406,Sweet Valley,171000
SP008755,The Big Party Weekend (Sweet Valley Twins and Friends   No 54),384,Sweet Valley,356000
SP008756,The Curse of the Golden Heart (Sweet Valley Twins Super Chiller (Paperback)),602,Sweet Valley,635000
SP008757,Jessica   the Rock Star (Sweet Valley Twins   No 34),262,Sweet Valley,369000
SP008758,MÃ?Â¶rder ohne Gesicht.,308,Dtv,897000
SP008759,Im Eishaus.,928,Goldmann,649000
SP008760,Die purpurnen FlÃ?Â¼sse.,790,LÃ?Â¼bbe,460000
SP008761,Visions of Sugar Plums: A Stephanie Plum Holiday Novel,112,St. Martin's Paperbacks,632000
SP008762,Steel Beach,471,Putnam Pub Group,603000
SP008763,Lost Tribes and Promised Lands: The Origins of American Racism,108,Harpercollins,770000
SP008764,The Mind's I,207,Bantam,858000
SP008765,Synchronicity: The Bridge Between Matter and Mind,740,Bantam Books,610000
SP008766,Physics for Poets,420,McGraw-Hill/Contemporary,608000
SP008767,Raw Deal: Horrible and Ironic Stories of Forgotten Americans,455,Blast Books,998000
SP008768,Foucault for Beginners (Writers and Readers Documentary Comic Books: 62),305,Writers &amp; Readers Publishing,988000
SP008769,Food of the Gods: The Search for the Original Tree of Knowledge,61,Bantam Dell Pub Group,824000
SP008770,We'Ve Had a Hundred Years of Psychotherapy and the World's Getting Worse,749,Harpercollins,858000
SP008771,A Guide to Literary Criticism and Research,160,Harcourt,484000
SP008772,The Secret Sun: A Novel of Japan,192,Random House Inc,468000
SP008773,Harmful Intent,50,Berkley Publishing Group,935000
SP008774,The Oh Really? Factor : Unspinning Fox News Channel's Bill O'Reilly,812,Seven Stories Press,492000
SP008775,I Rant Therefore I Am,143,Doubleday Books,213000
SP008776,Revolutionary Voices,231,Alyson Publications,813000
SP008777,Spiderbreath,272,Leathers Publishing,259000
SP008778,Fluke : Or   I Know Why the Winged Whale Sings,595,Perennial,904000
SP008779,Women Make the Best Salesmen : IsnÂ?t it Time You Started Using their Secrets?,126,Currency,218000
SP008780,Find Me,78,Warner Books,500000
SP008781,Apolo Anton Ohno: My Story,411,Simon &amp; Schuster Children's Publishing,566000
SP008782,Querelle,80,Grove Press,701000
SP008783,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,201,Villard Books,812000
SP008784,Secret Heart,807,Delacorte Books for Young Readers,628000
SP008785,Double Take (Harlequin Intrigue Series),28,Harlequin,296000
SP008786,Mask of A Hunter (Harlequin Intrigue Series),198,Harlequin,536000
SP008787,Just Before Dawn (Harlequin Intrigue Series),8,Harlequin,241000
SP008788,Out for Justice (Harlequin Intrigue Series),583,Harlequin,301000
SP008789,Whose Child? (Harlequin Superromance),390,Harlequin,291000
SP008790,Silent Witness (Harlequin Superromance),863,Harlequin,638000
SP008791,Return to Little Hills (Harlequin Superromance),21,Harlequin,142000
SP008792,Two On the Run (Harlequin Superromance),271,Harlequin,706000
SP008793,Unmarked Man : Bachelors at Large (Harlequin Intrigue   739),403,Harlequin,803000
SP008794,For The Children : Twins (Harlequin Superromance   1171),341,Harlequin,457000
SP008795,The Road To Echo Point (Harlequin Superromance   1173),530,Harlequin,416000
SP008796,Fantastic Voyage: Microcosm,470,Onyx Books,467000
SP008797,A Witch's Guide to Faery Folk: Reclaiming Our Working Relationship With Invisible Helpers (Llewellyn's New Age Series),450,Llewellyn Publications,334000
SP008798,Witchy Tarot,355,Llewellyn Espanol,488000
SP008799,Like Father   Like Daughter: How Father Shapes the Woman His Daughter Becomes,285,Little Brown &amp; Co,881000
SP008800,The Jeopardy! Book: The Answers   the Questions   the Facts   and the Stories of the Greatest Game Show in History,611,HarperCollins,797000
SP008801,Linda Goodman's Star Signs,505,St. Martin's Press,178000
SP008802,Flowers (Rodale's home gardening library),512,St Martins Pr,922000
SP008803,Creature,323,Banner of Truth,193000
SP008804,The Tarot Set,989,Thunder Bay Press (CA),393000
SP008805,John Saul: Three Terrifying Bestselling Novels,34,Random House Value Pub,946000
SP008806,Children's Past Lives: How Past Life Memories Affect Your Child,653,Bantam Books,130000
SP008807,The Magical Household: Spells &amp; Rituals for the Home (Llewellyn's Practical Magick Series),843,Llewellyn Publications,736000
SP008808,Tarot Made Easy,131,Fireside,342000
SP008809,Buckland's Complete Book of Witchcraft (Llewellyn's Practical Magick),3,Llewellyn Publications,448000
SP008810,When the One You Love Wants to Leave,730,Baker Books,975000
SP008811,Winning Your Husband Back Before It's Too Late: Whether He's Left Physically or Emotionally   All That Matters Is...,901,Nelson Books,938000
SP008812,Needful Things,661,New Amer Library,456000
SP008813,Just Before Daybreak,296,Critics Choice Paperbacks/Lorevan Publishing,972000
SP008814,CHILDGRAVE,178,Pocket,621000
SP008815,Cry for Justice,889,Harper Mass Market Paperbacks (Mm),474000
SP008816,White Magic Book,110,Red Wheel,587000
SP008817,Christine,588,Penguin Putnam~mass,299000
SP008818,Four Past Midnight,54,Signet Book,384000
SP008819,Der Welt den RÃ?Â¼cken. 2 CDs.,482,Kein &amp; Aber,303000
SP008820,Forgive the Moon,239,New American Library,586000
SP008821,The Fencing Master: A Novel,125,Harvest Books,163000
SP008822,The Best American Short Stories 2001,534,Mariner Books,199000
SP008823,The Millionaires,753,Warner Books,106000
SP008824,Strip City: A Stripper's Farewell Journey Across America,592,Miramax,665000
